w1,w2,paraphrase
community,hospital,hospital created to facilitate treatment of the community
community,hospital,hospital created to facilitate treatment of a community
community,hospital,hospital created to treat a community
community,hospital,hospital created to treat the community
community,hospital,hospital constructed to facilitate treatment of the community
community,hospital,hospital constructed to facilitate treatment of a community
community,hospital,hospital constructed to treat a community
community,hospital,hospital constructed to treat the community
community,hospital,hospital for a specific community
community,hospital,hospital for a certain community
community,hospital,hospital for a particular community
community,hospital,hospital for a local community
community,hospital,hospital for the local community
community,hospital,hospital serving a community
community,hospital,hospital serving a specific community
community,hospital,hospital serving a certain community
community,hospital,hospital serving a particular community
community,hospital,hospital serving a local community
community,hospital,hospital serving the community
community,hospital,hospital serving the local community
community,hospital,hospital that serves a community
community,hospital,hospital that serves a specific community
community,hospital,hospital that serves a certain community
community,hospital,hospital that serves a particular community
community,hospital,hospital that serves a local community
community,hospital,hospital that serves the community
community,hospital,hospital that serves the local community
community,hospital,hospital located in a community
community,hospital,hospital located in a specific community
community,hospital,hospital located in a certain community
community,hospital,hospital located in a particular community
community,hospital,hospital situated in a community
community,hospital,hospital situated in a specific community
community,hospital,hospital situated in a certain community
community,hospital,hospital situated in a particular community
community,hospital,hospital owned by the community
community,hospital,hospital owned by a community
community,hospital,hospital run by the community
community,hospital,hospital run by a community
community,hospital,hospital supported by a community
community,hospital,hospital supported by a specific community
community,hospital,hospital supported by a certain community
community,hospital,hospital supported by a particular community
community,hospital,hospital supported by a local community
community,hospital,hospital supported by the community
community,hospital,hospital supported by the local community
community,hospital,hospital made by a specific community
community,hospital,hospital made by a certain community
community,hospital,hospital made by a particular community
community,hospital,hospital made by a local community
community,hospital,hospital made for a specific community
community,hospital,hospital made for a certain community
community,hospital,hospital made for a particular community
community,hospital,hospital made for a local community
community,hospital,hospital built by a specific community
community,hospital,hospital built by a certain community
community,hospital,hospital built by a particular community
community,hospital,hospital built by a local community
community,hospital,hospital built for a specific community
community,hospital,hospital built for a certain community
community,hospital,hospital built for a particular community
community,hospital,hospital built for a local community
